30,0,0,0,0,0,0
60,0,0,0,0,0,0
90,0,0,0,0,0,0
120,0,0,0,0,0,0
150,0,0,0,0,0,0
180,0,0,0,0,0,0
210,0,0,0,0,0,0
240,0,0,0,0,0,0
270,0,0,0,0,0,0
300,0,0,0,0,0,0
330,0,0,0,0,0,0
360,0,0,0,0,0,0
390,0,0,0,0,0,0
420,0,0,0,0,0,0
450,0,0,0,0,0,0
480,0,0,0,0,0,0
510,21.228,0,0,0,0,0
540,19.776,0,0,0,0,0
570,18.477,0,0,0,0,0
600,17.613,0,0,0,0,0
630,16.89,0,0,0,0,0
660,16.173,0,0,0,0,0
690,15.585,0,0,0,0,0
720,15.021,0,0,0,0,0
750,14.718,0,0,0,0,0
780,14.433,0,0,0,0,0
810,14.142,0,0,0,0,0
840,13.86,0,0,0,0,0
870,13.719,0,0,0,0,0
900,15.879,0,0,0,0,0
930,20.493,0,0,0,0,0
960,26.112,0,0,0,0,0
990,31.74,0,0,0,0,0
1020,36.675,0,0,0,0,0
1050,40.857,0,0,0,0,0
1080,44.334,0,0,0,0,0
1110,47.076,0,0,0,0,0
1140,49.551,0,0,0,0,0
1170,51.438,0,0,0,0,0
1200,50.43,0,0,0,0,0
1230,48.822,0,0,0,0,0
1260,47.526,0,0,0,0,0
1290,47.241,0,0,0,0,0
1320,49.125,0,0,0,0,0
1350,51.45,0,0,0,0,0
1380,51.003,0,0,0,0,0
1410,49.857,0,0,0,0,0
1440,48.828,0,0,0,0,0
1470,47.961,0,0,0,0,0
1500,47.538,0,0,0,0,0
1530,49.413,0,0,0,0,0
1560,52.029,0,0,0,0,0
1590,52.167,0,0,0,0,0
1620,51.162,0,0,0,0,0
1650,49.995,0,0,0,0,0
1680,48.972,0,0,0,0,0
1710,48.138,0,0,0,0,0
1740,48.3611,0,0,0,0,0
1770,49.0936,0,0,0,0,0
1800,51.3032,0,0,0,0,0
1830,51.7488,0,0,0,0,0
1860,51.0041,0,0,0,0,0
1890,51.4588,0,0,0,0,0
1920,53.5311,0,0,0,0,0
1950,55.8689,0,0,0,0,0
1980,57.932,0,0,0,0,0
2010,59.6716,0,0,0,0,0
2040,61.0023,0,0,0,0,0
2070,60.9931,0,0,0,0,0
2100,59.6838,0,0,0,0,0
2130,58.6553,0,0,0,0,0
2160,57.9381,0,0,0,0,0
2190,58.6675,0,0,0,0,0
2220,60.1294,0,0,0,0,0
2250,60.5841,0,0,0,0,0
2280,59.6869,0,0,0,0,0
2310,58.6645,0,0,0,0,0
2340,58.0785,0,0,0,0,0
2370,59.2565,0,0,0,0,0
2400,61.0023,0,0,0,0,0
2430,62.1956,0,0,0,0,0
2460,62.1925,0,0,0,0,0
2490,61.3044,0,0,0,0,0
2520,60.8649,0,0,0,0,0
2550,61.8934,0,0,0,0,0
2580,63.3645,0,0,0,0,0
2610,63.81,0,0,0,0,0
2640,62.928,0,0,0,0,0
2670,62.0491,0,0,0,0,0
2700,60.8741,0,0,0,0,0
2730,59.693,0,0,0,0,0
2760,58.6767,0,0,0,0,0
